OBJECTID,Line,Sample,X,Y,Mark,Status,GPSStat,Time_ms_,Time_hhmmss_sss_,PowerLn,ResLayer_1,ResLayer_2,ResLayer_3,ResLayer_4,ResLayer_5,ThiLayer_1,ThiLayer_2,ThiLayer_3,ThiLayer_4,FitError___
174,1,41467,617567.89,4613618.86,135,0,2,75308749.2,205508.7492,2.3,1451.017,1421.112,182.334,1096.314,1089.578,0.439,0.2,6,0.34,75.06
175,1,41468,617567.9,4613618.86,135,0,2,75308849.2,205508.8492,2.6,1228.244,1296.816,52.24,1085.199,856.115,0.2,0.2,6,0.293,52.3
176,1,41484,617567.92,4613618.86,135,0,2,75310449.2,205508.9492,2.467741935,1221.872,1292.35,21.352,1084.131,753.515,0.2,0.2,6,0.284,34.5
177,1,41500,617567.93,4613618.87,135,0,2,75312049.2,205512.0492,2.3,1225.022,1297.236,6.117,1084.068,772.457,0.202,1.389,3.828,0.284,14.74
178,1,41501,617567.94,4613618.88,135,0,2,75312149.2,205512.1492,2.4,1241.427,1333.221,2.263,1084.441,1047.275,0.202,1.503,0.756,0.288,18.85
179,1,41502,617567.96,4613618.9,135,0,2,75312249.2,205512.2492,2.7,1241.42,1333.207,2.267,1084.442,1047.308,0.202,1.265,0.633,0.288,22.36
180,1,41503,617567.97,4613618.92,135,0,2,75312349.2,205512.3492,2.5,1241.431,1333.226,2.261,1084.44,1047.252,0.202,1.649,0.838,0.288,15.2
181,1,41504,617567.98,4613618.94,135,0,2,75312449.2,205512.4492,2.1,1241.132,1332.731,2.346,1084.474,1041.151,0.2,0.311,0.218,0.288,31.45
182,1,41505,617568,4613618.96,135,0,2,75312549.2,205512.5492,2.1,1339.289,1578.669,0.779,1086.505,2000,0.205,1.749,0.215,0.252,32.21
183,1,41506,617568.01,4613618.98,135,0,2,75312649.2,205512.6492,2.2,1393.836,1732.897,0.538,1087.151,2000,0.204,2.024,0.2,0.239,22.99
184,1,41507,617568.03,4613619,135,0,2,75312749.2,205512.7492,2.9,1393.842,1732.905,0.536,1087.15,1999.971,0.204,2.245,0.247,0.239,17.04
185,1,41508,617568.04,4613619.02,135,0,2,75312849.2,205512.8492,2.3,1393.845,1732.911,0.536,1087.149,1999.961,0.204,2.387,0.273,0.239,14.87
186,1,41509,617568.05,4613619.03,135,0,2,75312949.2,205512.9492,2.6,1393.845,1732.914,0.536,1087.15,1999.961,0.204,2.443,0.271,0.239,14.84
187,1,41514.5,617568.06,4613619.04,135,0,2,75313499.2,205513.0492,2.52,1393.846,1732.917,0.536,1087.149,1999.956,0.204,2.513,0.284,0.239,13.92
188,1,41520,617568.07,4613619.04,135,0,2,75314049.2,205514.0492,2.3,1393.847,1732.917,0.536,1087.149,1999.955,0.204,2.515,0.289,0.239,13.53
189,1,41521,617568.1,4613619.04,135,0,2,75314149.2,205514.1492,2.4,1393.849,1732.924,0.535,1087.149,1999.949,0.204,2.662,0.306,0.239,14.85
190,1,41522,617568.13,4613619.05,135,0,2,75314249.2,205514.2492,2.4,1289.879,1386.743,1.688,1086.745,1719.327,0.206,2.503,1.159,0.246,15.4
191,1,41523,617568.16,4613619.05,135,0,2,75314349.2,205514.3492,2.3,1268.063,1319.733,5.891,1086.675,1674.706,0.206,1.578,5.817,0.248,14.75
192,1,41524,617568.18,4613619.05,135,0,2,75314449.2,205514.4492,2.3,1363.541,1551.691,4.812,1086.161,753.73,0.205,1.673,3.127,0.251,12.8
193,1,41525,617568.21,4613619.05,135,0,2,75314549.2,205514.5492,2.3,1384.418,1604.052,3.936,1086.066,512.243,0.205,1.857,2.336,0.249,14.7
194,1,41526,617568.24,4613619.05,135,0,2,75314649.2,205514.6492,2.4,1395.432,1636.029,2.235,1086.123,552.652,0.205,2.177,1.267,0.251,13.84
195,1,41527,617568.27,4613619.05,135,0,2,75314749.2,205514.7492,2.3,1419.512,1708.525,1.292,1086.285,670.44,0.204,2.267,0.655,0.257,12.43
196,1,41528,617568.29,4613619.05,135,0,2,75314849.2,205514.8492,2.4,1419.51,1708.521,1.292,1086.286,670.443,0.204,2.195,0.637,0.257,11.76
197,1,41529,617568.32,4613619.05,135,0,2,75314949.2,205514.9492,2.4,1419.511,1708.523,1.292,1086.286,670.443,0.204,2.237,0.639,0.257,14.76
198,1,41535,617568.34,4613619.05,135,0,2,75315549.2,205515.0492,2.336363636,1422.665,1718.336,1.228,1086.306,685.028,0.204,2.356,0.65,0.258,14.33
199,1,41541,617568.36,4613619.05,135,0,2,75316149.2,205516.1492,2.2,1384.948,1593.91,3.986,1086.175,605.221,0.205,2.091,3.263,0.254,19.62
200,1,41542,617568.37,4613619.05,135,0,2,75316249.2,205516.2492,2.5,1381.937,1585.034,5.802,1086.169,601.867,0.205,1.786,6,0.253,20.33
201,1,41543,617568.39,4613619.05,135,0,2,75316349.2,205516.3492,2.1,1404.678,1640.272,1.747,1086.45,815.381,0.204,1.726,0.71,0.26,20.09
202,1,41544,617568.4,4613619.05,135,0,2,75316449.2,205516.4492,2.4,1534.288,2000,0.501,1087.858,1987.511,0.201,2.179,0.204,0.251,18.3
203,1,41545,617568.41,4613619.05,135,0,2,75316549.2,205516.5492,2.4,1662.723,2000,0.331,1088.283,2000,0.2,3.138,0.2,0.242,27.2
204,1,41546,617568.43,4613619.05,135,0,2,75316649.2,205516.6492,2.2,1662.723,2000,0.331,1088.283,2000,0.2,3.222,0.2,0.242,25.65
205,1,41547,617568.44,4613619.05,135,0,2,75316749.2,205516.7492,2.4,1662.722,1999.996,0.331,1088.283,2000,0.2,3.153,0.2,0.242,21.81
206,1,41548,617568.45,4613619.05,135,0,2,75316849.2,205516.8492,2.4,1451.203,1257.169,1.155,1087.459,1432.366,0.201,2.719,0.767,0.255,17.7
207,1,41549,617568.47,4613619.05,135,0,2,75316949.2,205516.9492,2.4,1409.331,1120.57,3.376,1087.261,1302.303,0.2,2.089,2.192,0.257,14.15
208,1,41559.5,617568.48,4613619.06,135,0,2,75317999.2,205517.0492,2.35,1425.589,1163.649,1.853,1087.455,1457.845,0.2,1.764,0.735,0.255,18.75
209,1,41559.5,617568.47,4613619.08,135,0,2,75317999.2,205517.1492,2.4,1425.578,1163.628,1.859,1087.457,1457.895,0.2,1.38,0.515,0.255,21.75
210,1,41559.5,617568.47,4613619.1,135,0,2,75317999.2,205517.2492,2.45,1425.59,1163.648,1.853,1087.454,1457.828,0.2,1.826,0.726,0.255,15.8
211,1,41559.5,617568.47,4613619.12,135,0,2,75317999.2,205517.3492,2.45,1540.575,1557.305,0.576,1087.982,1838.104,0.202,2.771,0.324,0.247,18.48
212,1,41559.5,617568.47,4613619.13,135,0,2,75317999.2,205517.4492,2.35,1625.888,1859.089,0.449,1088.405,2000,0.201,2.84,0.2,0.239,35.17
213,1,41559.5,617568.47,4613619.15,135,0,2,75317999.2,205517.5492,2.4,1625.891,1859.113,0.45,1088.405,2000,0.201,3.417,0.2,0.239,50.05
214,1,41559.5,617568.47,4613619.17,135,0,2,75317999.2,205517.6492,2.45,1494.525,1428.448,1.343,1087.667,1406.605,0.202,2.415,0.759,0.251,15.86
215,1,41559.5,617568.47,4613619.19,135,0,2,75317999.2,205517.7492,2.45,1692.815,2000,0.407,1088.683,2000,0.2,2.727,0.2,0.234,22.42
216,1,41559.5,617568.47,4613619.21,135,0,2,75317999.2,205517.8492,2.45,1692.816,2000,0.407,1088.683,2000,0.2,2.927,0.2,0.234,32.53
217,1,41559.5,617568.47,4613619.23,135,0,2,75317999.2,205517.9492,2.35,1692.816,2000,0.407,1088.683,2000,0.2,2.927,0.2,0.234,47.65
218,1,41574.5,617568.48,4613619.05,135,0,2,75319499.2,205519.0492,2.44,1692.062,1997.525,0.408,1088.679,1996.107,0.2,2.399,0.2,0.234,12.62
219,1,41580,617568.47,4613619.04,135,0,2,75320049.2,205520.0492,2.5,1692.062,1997.525,0.408,1088.679,1996.107,0.2,2.4,0.2,0.234,17.39
220,1,41581,617568.46,4613619.02,135,0,2,75320149.2,205520.1492,2.5,1692.069,1997.546,0.408,1088.678,1996.09,0.2,2.897,0.232,0.234,24.32
221,1,41582,617568.44,4613619,135,0,2,75320249.2,205520.2492,2.4,1692.077,1997.568,0.407,1088.678,1996.072,0.2,3.275,0.288,0.234,26.39
222,1,41583,617568.43,4613618.99,135,0,2,75320349.2,205520.3492,2.3,1551.011,1482.131,1.419,1088.33,1757.356,0.201,2.856,1.225,0.24,24.66
223,1,41584,617568.41,4613618.97,135,0,2,75320449.2,205520.4492,2.5,1530.239,1407.92,4.388,1088.299,1736.518,0.201,2.103,6,0.241,27.98
224,1,41585,617568.4,4613618.95,135,0,2,75320549.2,205520.5492,2.4,1530.244,1407.934,4.375,1088.299,1736.51,0.201,2.165,6,0.241,27.17
225,1,41586,617568.39,4613618.93,135,0,2,75320649.2,205520.6492,2.4,1529.168,1404.677,5.243,1088.298,1735.93,0.201,1.852,5.892,0.241,17.15
226,1,41587,617568.37,4613618.91,135,0,2,75320749.2,205520.7492,2.6,1560.243,1496.601,1.593,1088.482,1892.197,0.201,2.243,0.768,0.238,16.45
227,1,41588,617568.36,4613618.89,135,0,2,75320849.2,205520.8492,2.6,1560.237,1496.588,1.596,1088.483,1892.216,0.201,2.03,0.649,0.238,18.13
228,1,41589,617568.35,4613618.87,135,0,2,75320949.2,205520.9492,2.4,1532.47,1404.973,5.041,1088.4,1833.198,0.201,1.911,4.265,0.239,19.62
229,1,41590,617568.33,4613618.86,135,0,2,75321049.2,205521.0492,2.4,1531.707,1402.755,5.641,1088.398,1832.376,0.201,1.853,6,0.239,20.59
230,1,41591,617568.32,4613618.86,135,0,2,75321149.2,205521.1492,2.5,1582.61,1563.129,1.616,1088.669,2000,0.202,2.442,0.664,0.234,29.25
231,1,41592,617568.31,4613618.86,135,0,2,75321249.2,205521.2492,2.5,1592.907,1597.735,1.388,1088.711,2000,0.202,2.596,0.728,0.234,19.91
232,1,41593,617568.29,4613618.86,135,0,2,75321349.2,205521.3492,2.4,1580.435,1550.767,3.066,1088.698,1994.3,0.202,2.507,6,0.234,31.37
233,1,41594,617568.28,4613618.86,135,0,2,75321449.2,205521.4492,2.5,1579.602,1547.974,3.538,1088.697,1994.11,0.202,2.212,6,0.234,29.62
234,1,41595,617568.26,4613618.86,135,0,2,75321549.2,205521.5492,2.5,1578.62,1544.874,4.236,1088.697,1993.735,0.202,2.068,6,0.234,26.47
235,1,41596,617568.25,4613618.86,135,0,2,75321649.2,205521.6492,2.5,1576.265,1538.122,6.232,1088.694,1991.188,0.202,1.607,6,0.234,16.34
236,1,41597,617568.24,4613618.86,135,0,2,75321749.2,205521.7492,2.6,2000,2000,4.835,1087.209,630.611,0.202,1.974,3.566,0.251,17.44
237,1,41598,617568.22,4613618.86,135,0,2,75321849.2,205521.8492,2.5,1996.994,1991.883,7.413,1087.201,624.863,0.202,1.418,6,0.251,16.89
238,1,41599,617568.21,4613618.86,135,0,2,75321949.2,205521.9492,2.5,1999.996,1999.991,7.424,1087.026,537.818,0.202,1.637,6,0.245,22.14
239,1,41600,617568.19,4613618.84,135,0,2,75322049.2,205522.0492,2.5,1999.996,1999.991,7.424,1087.026,537.818,0.202,1.637,6,0.245,30.8
240,1,41601,617568.18,4613618.81,135,0,2,75322149.2,205522.1492,2.4,2000,2000,7.805,1085.924,511.589,0.202,0.993,6,0.2,32.78
241,1,41602,617568.17,4613618.77,135,0,2,75322249.2,205522.2492,2.3,2000,2000,7.805,1085.924,511.589,0.202,0.993,6,0.2,38.32
242,1,41603,617568.15,4613618.73,135,0,2,75322349.2,205522.3492,2.5,2000,2000,2.236,1085.944,542.152,0.202,3.761,1.775,0.201,49.18
243,1,41604,617568.14,4613618.69,135,0,2,75322449.2,205522.4492,2.7,1987.368,1958.699,5.567,1085.925,523.478,0.202,1.689,6,0.2,25.24
244,1,41605,617568.13,4613618.66,135,0,2,75322549.2,205522.5492,2.5,1985.745,1954.447,7.481,1085.923,521.4,0.202,1.486,6,0.2,20.21
245,1,41606,617568.11,4613618.62,135,0,2,75322649.2,205522.6492,2.4,2000,2000,2.271,1086.091,742.127,0.202,1.68,0.819,0.205,16.56
246,1,41607,617568.1,4613618.58,135,0,2,75322749.2,205522.7492,2.5,1999.996,1999.992,2.16,1086.109,764.688,0.202,1.171,0.575,0.205,26.34
247,1,41608,617568.09,4613618.54,135,0,2,75322849.2,205522.8492,2.5,1999.353,1998.825,2.226,1086.117,749.068,0.2,0.2,0.234,0.205,35.38
248,1,41609,617568.08,4613618.51,135,0,2,75322949.2,205522.9492,2.5,2000,2000,2.232,1085.83,710.317,0.215,1.655,0.76,0.201,21.84
249,1,41614.5,617568.07,4613618.49,135,0,2,75323499.2,205523.0492,2.47,1999.999,1999.997,2.123,1085.849,738.035,0.215,1.45,0.651,0.201,22.73
250,1,41620,617568.06,4613618.49,135,0,2,75324049.2,205524.0492,2.4,1929.781,1898.814,1.723,1085.925,874.563,0.2,0.2,0.2,0.209,37.38
251,1,41621,617568.05,4613618.49,135,0,2,75324149.2,205524.1492,2.4,1922.816,1881.215,4.155,1085.761,811.013,0.214,1.436,6,0.208,37.25
252,1,41622,617568.03,4613618.49,135,0,2,75324249.2,205524.2492,2.4,1922.595,1880.728,4.368,1085.76,810.734,0.214,1.579,6,0.208,22.79
253,1,41623,617568.02,4613618.49,135,0,2,75324349.2,205524.3492,2.3,2000,2000,13.795,1115.192,2000,0.258,6,0.2,0.2,36.55
254,1,41624,617568.01,4613618.49,135,0,2,75324449.2,205524.4492,2.3,1856.446,1810.028,11.389,1085.621,1625.879,0.264,0.812,6,0.585,37.15
255,1,41625,617567.99,4613618.49,135,0,2,75324549.2,205524.5492,2.3,1867.168,1828.086,3.263,1085.868,1667.272,0.264,1.763,1.699,0.577,18.51
256,1,41626,617567.98,4613618.49,135,0,2,75324649.2,205524.6492,2.3,1865.52,1826.391,3.507,1086.066,1665.447,0.249,0.2,0.302,0.572,28.05
257,1,41627,617567.96,4613618.49,135,0,2,75324749.2,205524.7492,2.3,1865.49,1826.374,3.492,1086.054,1665.582,0.248,0.2,0.406,0.572,36.18
258,1,41628,617567.95,4613618.49,135,0,2,75324849.2,205524.8492,2.4,1917.499,1931.582,1.228,1087.409,1929.774,0.27,2.267,0.631,0.52,18.41
259,1,41629,617567.94,4613618.49,135,0,2,75324949.2,205524.9492,2.4,1859.357,1777.785,3.726,1087.072,1878.097,0.27,2.538,3.606,0.533,28.83
260,1,41630,617567.95,4613618.52,135,0,2,75325049.2,205525.0492,2.4,1853.565,1765.931,6.408,1087.032,1871.684,0.27,1.452,6,0.535,17.04
261,1,41631,617567.99,4613618.6,135,0,2,75325149.2,205525.1492,2.4,1881.644,1823.447,1.836,1087.494,1954.683,0.27,2.195,1.011,0.517,16.02
262,1,41632,617568.03,4613618.67,135,0,2,75325249.2,205525.2492,2.4,1904.773,1872.835,1.235,1087.955,2000,0.27,2.164,0.654,0.499,11.69
263,1,41633,617568.07,4613618.75,135,0,2,75325349.2,205525.3492,2.3,2000,2000,0.391,1090.968,2000,0.27,2.377,0.2,0.393,12.47
264,1,41634,617568.11,4613618.82,135,0,2,75325449.2,205525.4492,2.4,2000,2000,0.35,1091.307,2000,0.27,2.634,0.2,0.382,16.06
265,1,41635,617568.15,4613618.9,135,0,2,75325549.2,205525.5492,2.4,2000,1999.999,0.35,1091.307,2000,0.27,2.62,0.2,0.382,13.55
266,1,41636,617568.19,4613618.97,135,0,2,75325649.2,205525.6492,2.4,1999.999,1999.998,0.351,1091.307,2000,0.27,2.587,0.2,0.382,12.96
267,1,41637,617568.23,4613619.05,135,0,2,75325749.2,205525.7492,2.4,1999.999,1999.998,0.351,1091.307,2000,0.27,2.597,0.2,0.382,12.55
268,1,41638,617568.27,4613619.12,135,0,2,75325849.2,205525.8492,2.3,1999.999,2000,0.351,1091.307,2000,0.27,2.649,0.2,0.382,15.36
269,1,41639,617568.31,4613619.2,135,0,2,75325949.2,205525.9492,2.3,2000,2000,0.351,1091.307,2000,0.27,2.655,0.2,0.382,15.11
270,1,41640,617568.32,4613619.25,135,0,2,75326049.2,205526.0492,2.3,2000,2000,0.351,1091.307,2000,0.27,2.667,0.2,0.382,15.07
271,1,41641,617568.29,4613619.29,135,0,2,75326149.2,205526.1492,2.3,1999.999,1999.999,0.351,1091.307,2000,0.27,2.649,0.2,0.382,14.54
272,1,41642,617568.26,4613619.32,135,0,2,75326249.2,205526.2492,2.3,1999.999,1999.998,0.351,1091.307,2000,0.27,2.626,0.2,0.382,15.36
273,1,41643,617568.23,4613619.36,135,0,2,75326349.2,205526.3492,2.3,1999.999,1999.999,0.351,1091.307,2000,0.27,2.654,0.2,0.382,16.75
274,1,41644,617568.21,4613619.4,135,0,2,75326449.2,205526.4492,2.3,2000,2000,0.351,1091.308,2000,0.27,2.83,0.2,0.382,21.4
275,1,41645,617568.18,4613619.43,135,0,2,75326549.2,205526.5492,2.3,2000,2000,0.352,1091.309,2000,0.27,3.183,0.2,0.382,32.1
276,1,41646,617568.15,4613619.47,135,0,2,75326649.2,205526.6492,2.3,1999.991,1999.977,0.352,1091.309,2000,0.27,2.687,0.2,0.382,16.83
277,1,41647,617568.12,4613619.51,135,0,2,75326749.2,205526.7492,2.4,1999.991,1999.977,0.352,1091.309,2000,0.27,2.687,0.2,0.382,18.13
278,1,41648,617568.09,4613619.54,135,0,2,75326849.2,205526.8492,2.3,1999.992,1999.979,0.352,1091.309,2000,0.27,2.755,0.2,0.382,20.35
279,1,41649,617568.06,4613619.58,135,0,2,75326949.2,205526.9492,2.4,1999.99,1999.976,0.352,1091.309,2000,0.27,2.686,0.2,0.382,18.04
280,1,41650,617568.06,4613619.61,135,0,2,75327049.2,205527.0492,2.4,1999.99,1999.976,0.352,1091.309,2000,0.27,2.688,0.2,0.382,16.7
281,1,41651,617568.09,4613619.63,135,0,2,75327149.2,205527.1492,2.4,1999.99,1999.976,0.352,1091.309,2000,0.27,2.688,0.2,0.382,16.31
282,1,41652,617568.12,4613619.65,135,0,2,75327249.2,205527.2492,2.3,1999.989,1999.974,0.352,1091.31,2000,0.27,2.629,0.2,0.382,16.08
283,1,41653,617568.15,4613619.67,135,0,2,75327349.2,205527.3492,2.4,1999.989,1999.973,0.352,1091.31,2000,0.27,2.616,0.2,0.382,17.36
284,1,41654,617568.17,4613619.68,135,0,2,75327449.2,205527.4492,2.3,1999.99,1999.976,0.352,1091.31,2000,0.27,2.692,0.2,0.382,19.84
285,1,41655,617568.2,4613619.7,135,0,2,75327549.2,205527.5492,2.4,1999.99,1999.979,0.352,1091.31,2000,0.27,2.796,0.2,0.382,21.17
286,1,41656,617568.23,4613619.72,135,0,2,75327649.2,205527.6492,2.4,1999.99,1999.981,0.352,1091.31,2000,0.27,2.853,0.2,0.382,20.91
287,1,41657,617568.26,4613619.74,135,0,2,75327749.2,205527.7492,2.4,1999.988,1999.975,0.352,1091.31,2000,0.27,2.718,0.2,0.382,16.52
288,1,41658,617568.28,4613619.76,135,0,2,75327849.2,205527.8492,2.3,1999.988,1999.976,0.352,1091.31,2000,0.27,2.741,0.2,0.382,16.51
289,1,41659,617568.31,4613619.78,135,0,2,75327949.2,205527.9492,2.3,1999.989,1999.979,0.353,1091.311,2000,0.27,2.832,0.2,0.382,20.79
290,1,41660,617568.33,4613619.79,135,0,2,75328049.2,205528.0492,2.3,1999.989,1999.979,0.353,1091.311,2000,0.27,2.832,0.2,0.382,23.83
291,1,41661,617568.35,4613619.79,135,0,2,75328149.2,205528.1492,2.3,1999.987,1999.974,0.353,1091.311,2000,0.27,2.728,0.2,0.382,21.5
292,1,41662,617568.36,4613619.79,135,0,2,75328249.2,205528.2492,2.3,1999.986,1999.972,0.353,1091.311,2000,0.27,2.681,0.2,0.382,17.88
293,1,41663,617568.37,4613619.79,135,0,2,75328349.2,205528.3492,2.3,1999.985,1999.971,0.353,1091.311,2000,0.27,2.647,0.2,0.382,14.9
294,1,41664,617568.39,4613619.79,135,0,2,75328449.2,205528.4492,2.3,1999.985,1999.971,0.353,1091.311,2000,0.27,2.647,0.2,0.382,16.97
295,1,41665,617568.4,4613619.79,135,0,2,75328549.2,205528.5492,2.3,1999.985,1999.97,0.353,1091.311,2000,0.27,2.63,0.2,0.382,18.6
296,1,41666,617568.41,4613619.79,135,0,2,75328649.2,205528.6492,2.3,1999.984,1999.968,0.353,1091.311,2000,0.27,2.578,0.2,0.382,17.1
297,1,41667,617568.43,4613619.79,135,0,2,75328749.2,205528.7492,2.3,1999.984,1999.969,0.353,1091.311,2000,0.27,2.599,0.2,0.382,15.65
298,1,41668,617568.44,4613619.79,135,0,2,75328849.2,205528.8492,2.3,1999.985,1999.973,0.353,1091.311,2000,0.27,2.723,0.2,0.382,19.42
299,1,41669,617568.46,4613619.79,135,0,2,75328949.2,205528.9492,2.3,1999.983,1999.968,0.353,1091.312,2000,0.27,2.601,0.2,0.382,16.93
300,1,41670,617568.47,4613619.8,135,0,2,75329049.2,205529.0492,2.4,1784.983,1463.738,1.004,1089.727,1569.56,0.268,2.724,0.692,0.425,20.42
301,1,41671,617568.48,4613619.82,135,0,2,75329149.2,205529.1492,2.3,1723.53,1309.808,3.503,1089.359,1486.732,0.266,2.237,3.156,0.433,24.41
302,1,41672,617568.5,4613619.84,135,0,2,75329249.2,205529.2492,2.3,1718.353,1298.581,5.717,1089.338,1482.095,0.265,1.651,6,0.434,20.05
303,1,41673,617568.51,4613619.86,135,0,2,75329349.2,205529.3492,2.3,1749.732,1367.17,1.711,1089.659,1566.433,0.267,2.325,0.976,0.427,16.15
304,1,41674,617568.52,4613619.88,135,0,2,75329449.2,205529.4492,2.4,1763.095,1396.807,1.401,1089.845,1617.514,0.267,2.155,0.682,0.423,15.98
305,1,41675,617568.54,4613619.89,135,0,2,75329549.2,205529.5492,2.3,1766.766,1404.896,1.332,1089.898,1632.521,0.267,2.223,0.68,0.421,15.66
306,1,41676,617568.55,4613619.91,135,0,2,75329649.2,205529.6492,2.4,1725.961,1312.197,4.298,1089.526,1541.64,0.266,1.81,3.207,0.43,15.87
307,1,41677,617568.56,4613619.93,135,0,2,75329749.2,205529.7492,2.3,1820.857,1510.027,2.131,1089.027,1284.223,0.269,2.177,1.384,0.44,13.83
308,1,41678,617568.58,4613619.95,135,0,2,75329849.2,205529.8492,2.3,1871.811,1629.612,0.961,1089.521,1401.465,0.27,2.576,0.61,0.433,16.88
309,1,41679,617568.59,4613619.97,135,0,2,75329949.2,205529.9492,2.3,2000,2000,0.362,1091.736,2000,0.272,2.605,0.2,0.379,18.23
310,1,41680,617568.62,4613619.95,135,0,2,75330049.2,205530.0492,2.3,2000,2000,0.362,1091.736,2000,0.272,2.613,0.2,0.379,17.14
311,1,41681,617568.65,4613619.88,135,0,2,75330149.2,205530.1492,2.3,1789.475,1470.187,1.032,1090.378,1617.842,0.269,2.791,0.743,0.416,19.39
312,1,41682,617568.68,4613619.81,135,0,2,75330249.2,205530.2492,2.3,1782.043,1452.29,1.122,1090.311,1598.856,0.269,2.574,0.736,0.417,14.96
313,1,41683,617568.72,4613619.75,135,0,2,75330349.2,205530.3492,2.3,1782.033,1452.27,1.125,1090.313,1598.879,0.269,2.187,0.56,0.417,12.03
314,1,41684,617568.75,4613619.68,135,0,2,75330449.2,205530.4492,2.2,1782.031,1452.266,1.126,1090.313,1598.882,0.269,2.11,0.544,0.417,11.91
315,1,41685,617568.79,4613619.61,135,0,2,75330549.2,205530.5492,2.3,1782.033,1452.27,1.125,1090.313,1598.877,0.269,2.193,0.571,0.417,12.8
316,1,41686,617568.82,4613619.55,135,0,2,75330649.2,205530.6492,2.3,1782.036,1452.275,1.124,1090.313,1598.87,0.269,2.307,0.61,0.417,13.81
317,1,41687,617568.85,4613619.48,135,0,2,75330749.2,205530.7492,2.3,1782.035,1452.274,1.125,1090.313,1598.873,0.269,2.292,0.592,0.417,13.48
318,1,41688,617568.89,4613619.41,135,0,2,75330849.2,205530.8492,2.4,1782.035,1452.275,1.125,1090.313,1598.873,0.269,2.306,0.588,0.417,14.37
319,1,41689,617568.92,4613619.35,135,0,2,75330949.2,205530.9492,2.4,1987.52,1925.801,0.375,1092.515,2000,0.272,2.508,0.2,0.356,14.85
320,1,41690,617568.96,4613619.28,135,0,2,75331049.2,205531.0492,2.3,2000,1962.496,0.358,1092.647,2000,0.272,2.589,0.2,0.352,15.46
321,1,41691,617568.99,4613619.21,135,0,2,75331149.2,205531.1492,2.3,1999.999,1962.494,0.358,1092.647,2000,0.272,2.533,0.2,0.352,13.27
322,1,41692,617569.02,4613619.15,135,0,2,75331249.2,205531.2492,2.3,1999.999,1962.494,0.358,1092.647,2000,0.272,2.544,0.2,0.352,13.38
323,1,41693,617569.06,4613619.08,135,0,2,75331349.2,205531.3492,2.1,1999.999,1962.494,0.358,1092.647,2000,0.272,2.537,0.2,0.352,13.81
324,1,41694,617569.09,4613619.01,135,0,2,75331449.2,205531.4492,2.4,1999.999,1962.494,0.358,1092.647,2000,0.272,2.555,0.2,0.352,14.85
325,1,41695,617569.13,4613618.95,135,0,2,75331549.2,205531.5492,2.2,1999.999,1962.495,0.358,1092.647,2000,0.272,2.583,0.2,0.352,16.73
326,1,41696,617569.16,4613618.88,135,0,2,75331649.2,205531.6492,2.3,1999.999,1962.495,0.358,1092.648,2000,0.272,2.566,0.2,0.352,13.23
327,1,41697,617569.19,4613618.81,135,0,2,75331749.2,205531.7492,2.3,1999.999,1962.495,0.358,1092.648,2000,0.272,2.566,0.2,0.352,12.27
328,1,41698,617569.23,4613618.75,135,0,2,75331849.2,205531.8492,2.3,1994.603,1949.972,0.364,1092.602,1983.356,0.272,2.518,0.2,0.354,11.69
329,1,41699,617569.26,4613618.68,135,0,2,75331949.2,205531.9492,2.4,1994.603,1949.972,0.364,1092.602,1983.357,0.272,2.509,0.2,0.354,11.34
330,1,41700,617569.3,4613618.61,135,0,2,75332049.2,205532.0492,2.4,1994.603,1949.973,0.364,1092.602,1983.358,0.272,2.544,0.2,0.354,13.5
331,1,41701,617569.33,4613618.55,135,0,2,75332149.2,205532.1492,2.4,1994.603,1949.972,0.364,1092.602,1983.359,0.272,2.511,0.2,0.354,14.84
332,1,41702,617569.36,4613618.48,135,0,2,75332249.2,205532.2492,2.4,1994.603,1949.972,0.364,1092.602,1983.359,0.272,2.511,0.2,0.354,13.81
333,1,41703,617569.4,4613618.42,135,0,2,75332349.2,205532.3492,2.4,1994.603,1949.973,0.364,1092.602,1983.36,0.272,2.553,0.2,0.354,14.87
334,1,41704,617569.43,4613618.35,135,0,2,75332449.2,205532.4492,2.4,1994.602,1949.972,0.364,1092.602,1983.361,0.272,2.529,0.2,0.354,14.32
335,1,41705,617569.47,4613618.28,135,0,2,75332549.2,205532.5492,2.4,1994.602,1949.972,0.364,1092.602,1983.361,0.272,2.525,0.2,0.354,14.22
336,1,41706,617569.5,4613618.22,135,0,2,75332649.2,205532.6492,2.4,1994.602,1949.97,0.364,1092.602,1983.362,0.272,2.481,0.2,0.354,13.76
337,1,41707,617569.54,4613618.15,135,0,2,75332749.2,205532.7492,2.4,1994.601,1949.968,0.364,1092.602,1983.363,0.272,2.427,0.2,0.354,12.38
338,1,41708,617569.57,4613618.08,135,0,2,75332849.2,205532.8492,2.4,1994.601,1949.97,0.364,1092.602,1983.364,0.272,2.471,0.2,0.354,13.72
339,1,41709,617569.6,4613618.02,135,0,2,75332949.2,205532.9492,2.4,1994.602,1949.97,0.364,1092.602,1983.362,0.272,2.483,0.205,0.354,13.63
340,1,41710,617569.64,4613617.95,135,0,2,75333049.2,205533.0492,2.2,1994.601,1949.97,0.364,1092.602,1983.365,0.272,2.468,0.2,0.354,13.7
